Filename,Category,Description
batch1-0381.jpg,Clothing & Apparel,"seller: williams plc 54517 preston falls robynside, pa 66900 items no. description 1. designer michael kors dress size s 23 forever 21 blue a-line dress size medium bh j crew mercantile knitted tweed dress size 4 black and white 4. burent orange long dress with beads sue wong size 2 de miley cyrus bubble dress summary total qty 4,00 1,00 5,00 4,00 5,00 vat [%] 10% 01/06/2017 um eacn eacn eacn eacn eacn client: mcdonald-green 0014 franklin inlet west angela, il 37850 net price 20,00 14,99 26,00 75,00 16,00 net worth 604,99 $ 604,99 net worth vat [%] gross worth 80,00 10% 88,00 14,99 10% 16,49 130,00 10% 143,00 300,00 10% 330,00 80,00 10% 88,00 vat gross worth 60,50 665,49 $ 60,50 $ 665,49"
batch1-0382.jpg,Footwear & Athletic Wear,"seller: client: barnes, roberts and hayes taylor, padilla and carson 85366 shaffer pine 3794 mark wells donaldburgh, va 49998 cummingsport, pa 01428 items no. description qty um net price net worth vat [%] gross worth ils nike air jordan 1 mid obsidian 2,00 each 24,99 49,98 10% 54,98 640735-174 toddler kids children size 8c blue 2. all mattel disney pixar model 4,00 each 12,99 51,96 10% 57,16 cars mcqueen 1:55 diecast lot choose loose kid toy summary vat [%] net worth vat gross worth 10% 101,94 10,19 112,13 total $ 101,94 $ 10,19 $ 112,13"
batch1-0383.jpg,Footwear & Athletic Wear,"seller: galloway, silva and nelson 4883 jacqueline grove suite 424 kingburgh, il 87504 items no. description qty ils nike boys shorts size 5 4,00 2. kid shoes soccer 1,00 bh joma youth boys gol 205 piso 1,00 multitaco soccer cleats 2.5 white blue yellow new 4. jordan hydro 2 (td)-child size 3,00 10c 5: jordan 10 retro fusion red size 3,00 6y summary vat [%] 10% total 04/08/2016 um client: meza, long and rivera 981 wade villages pattersonfurt, va 18515 net price 8,99 24,00 19,99 5,75 60,00 net worth 277,20 $ 277,20 net worth vat [%] 35,96 10% 24,00 10% 19,99 10% 17,25 10% 180,00 10% vat 27512 $ 27,72 gross worth 39,56 26,40 21,99 18,98 198,00 gross worth 304,92 $ 304,92"
batch1-0384.jpg,"Office Supplies, Technology, Footwear & Athletic Wear","seller: williams-morris 232 kelly route adamsborough, tx 58099 items no. description qty 1. dell optiplex sff desktop 4,00 computer windows 10 4gb 160gb 2. lenovo c20-00...all in one 5,00 desktop computer ...with wireless mouse..... 3: fast dell optiplex desktop pc 2,00 computer dual core 3.4ghz 8gb 1tb win 10 pro wifi 4. fast dell optiplex windows 10 1,00 desktop computer tower pc core i3 3.1ghz 4gb 320gb a w5 pro mini pocket pc windows 3,00 10 computer stick intel z8350 quad core 6. fast i7 rgb gaming desktop pc 5,00 computer vr-ready wifi aaa fortnite gtav pubg ig3 summary vat [%] 10% total 11/20/2011 um eacn eacn eacn eacn eacn eacn client: ward-jordan 8182 hancock street apt. 613 west david, ma 55043 net price 89,99 277,64 217,00 89,95 119,00 790,00 net worth 6 579,11 $6579,11 net worth vat [%] gross worth 359,96 10% 395,96 1 388,20 10% 1 527,02 434,00 10% 477,40 89,95 10% 98,95 357,00 10% 392,70 3 950,00 10% 4 345,00 vat gross worth 657,91 7 237,02 $ 657,91 $ 7 237,02"
batch1-0385.jpg,"Retail, Home Furnishings, Clothing & Apparel","seller: webster-pierce 584 howell gateway apt. 071 christinaport, de 37391 items no. description qty ils 24"" sale online coffee top 2,00 table marquetry inlay floral design christmas gift 2. 18"" black marble coffee table 4,00 top mother of pearl inlay furniture decors h1883b oo used t shirt blue 5,00 4. 12"" white marble coffee table 2,00 top malachite precious inlay decor furniture w534 summary vat [%] 10% total 11/18/2011 um eacn eacn eacn eacn client: carter, kelley and scott 10615 parker squares suite 427 waltershaven, tn 05191 net price 1 188,00 377,65 60,00 295,73 net worth 4 778,06 $ 4 778,06 net worth vat [%] 2 376,00 10% 1 510,60 10% 300,00 10% 591,46 10% vat 477,81 $ 477,81 gross worth 2 613,60 1 661,66 330,00 650,61 gross worth 5 255,87 $5 255,87"
batch1-0386.jpg,"Food & Dining, Office Supplies, Home Furnishings","seller: terry, mccarthy and clark 227 castro pine port sarah, ut 81957 items no. description qty ils 36 inches marble dinning table 5,00 top hand inlaid office table with multi gemstones 2. 54 inches marble dinning table 4,00 top inlay restaurant table with peacock design oo 36 inches marble meeting table 5,00 top inlay dinning table with red jasper stone art 4. 16"" marble coffee table top 2,00 mother of peral peacock inlay restaurant decors w366 ds sofa set 5,00 6. 18""x18"" marble white top 2,00 counter table lapis inlay floral art halloween gift art summary vat [%] 10% total 04/05/2013 um eacn eacn eacn eacn eacn eacn client: schultz, thomas and lang 805 gregory lock suite 478 sheppardborough, al 35800 net price net worth vat [%] 1 451,25 7 256,25 10% 4 600,00 18 400,00 10% 1 376,25 6 881,25 10% 318,71 637,42 10% 250,00 1 250,00 10% 1 200,00 2 400,00 10% net worth vat 36 824,92 3 682,49 $ 36 824,92 $ 3 682,49 gross worth 7 981,87 20 240,00 7 569,37 701,16 1 375,00 2 640,00 gross worth 40 507,41 $ 40 507,41"
batch1-0387.jpg,"Office Supplies, Technology","seller: atkinson-woods 730 matthew union blankenshipside, de 36985 items no. description qty 1. dell desktop computer intel 1,00 core i5 windows 10 pro 64 250gb 3.1ghz 4gb ram 2. custom gaming desktop pc 4,00 computer - core i5 4690, rx 470, 8gb ram 3: fast i7 rgb gaming desktop pc 3,00 computer vr-ready wifi aaa fortnite gtav pubg ig3 4. custom gaming computer 3,00 s: desktop computer gaming pc 4,00 build your own ryzen 3000g 3200g 3.5ghz+ vega or gtx summary vat [%] 10% total 1 um eacn eacn eacn eacn eacn 1/06/2014 client: turner ltd 197 donald flat baileychester, ma 48782 net price net worth vat [%] 240,24 240,24 10% 359,99 1 439,96 10% 790,00 2 370,00 10% 450,00 1 350,00 10% 579,00 2 316,00 10% net worth vat 7 716,20 771,62 $7 716,20 $ 771,62 gross worth 264,26 1 583,96 2 607,00 1 485,00 2 547,60 gross worth 8 487,82 $ 8 487,82"
batch1-0388.jpg,"Retail, Technology","seller: mckenzie, johnson and rich 97119 dana ville apt. 547 bishopberg, ct 64044 items no. description ae new nintendo switch 32gb console - aw1134 2: sega cdx console with original power supply (laser info-read description) 3: nintendo gameboy pocket console clear purple with box mgb-001 japan tested 53 4. nintendo wii console - 2 sets controllers plus all cables included works great summary total qty 3,00 4,00 3,00 3,00 vat [%] 10% 03/17/2017 um eacl eac eac eac h client: dean inc 76328 christina ridge apt. 941 petersonfurt, in 38814 net price 299,99 194,00 85,00 99,99 net worth 2 230,94 $ 2 230,94 net worth vat [%] 899,97 10% 776,00 10% 255,00 10% 299,97 10% vat 223,09 $ 223,09 gross worth 989,97 853,60 280,50 329,97 gross worth 2 454,03 $ 2 454,03"
batch1-0389.jpg,"Food & Dining, Home Furnishings","seller: client: sanders, reed and olson avila group 006 julie union 21986 david lane robertsonchester, dc 44356 jimenezmouth, nj 58158 items no. description qty um net price net worth vat [%] gross worth ils 16""x16"" white coffee top table 3,00 each 736,75 2 210,25 10% 2 431,28 mop inlay filigree pietradura floral art décor 2. 6'x3' black marble dining 2,00 each 5 756,72 11 513,44 10% 12 664,78 center table top marquetry inlay outdoor decor h3420a summary vat [%] net worth vat gross worth 10% 13 723,69 ns 72,37, 15 096,06 total $ 13 723,69 $ 1 372,37 $ 15 096,06"
batch1-0390.jpg,"Utilities, Footwear & Athletic Wear, Clothing & Apparel","seller: green-wright 05215 mora harbor apt. 180 morenofort, dc 46858 items no. description qty ils timberland women's/junior's 2,00 premium 6"" navy waterproof boots 3793a 2. roper boys' american patriot 2,00 boot square toe sz 4 big kids flag red white blue 3: boys bogs waterproof boots 3,00 youth size 3 4. stacy adams 43373-221 kids 1,00 2m classic cognac oxford ds florsheim kids boys sz 5 5,00 black reveal oxford dress shoes 6. adidas youth boys soccer cleats 1,00 4.5 f5 trx fg j vivid yellow black new g65429 summary vat [%] 10% total 04/11/2017 um eacn eacn eacn eacn eacn eacn client: mosley plc 007 jeffrey locks apt. 955 tamaramouth, mi 22260 net price 79,99 49,00 9,80 24,67 25,00 19,99 net worth 457,04 $ 457,04 net worth 159,98 98,00 29,40 24,67 125,00 19,99 vat [%] 10% 10% 10% 10% 10% 10% vat 45,70 $ 45,70 gross worth 175,98 107,80 32,34 27,14 137,50 21,99 gross worth 502,74 $ 502,74"
batch1-0391.jpg,"Technology, Footwear & Athletic Wear","seller: reyes, fox and martinez 8258 lang trail apt. 792 port jasonhaven, nj 07777 items no. description qty 1. puma rs dreamer super 2,00 mario 64 nintendo little kids us 2.5 2. kid shoes 4,00 bh newborn infant baby girl boy 5,00 kid winter warm coat knit outwear hooded jumpsuit 4. 5 youth boys big kids nike 3,00 jordan 6-17-23 basketball white red black 428818 100 a puma boys youth universal fg 5,00 jr soccer cleats 5 white high risk red black 5y summary vat [%] 10% total 10/11/2019 um eacl eac eac eac eac h client: morgan ltd 316 alexander run apt. 930 south danabury, wv 35900 net price 125,00 50,00 22,69 89,99 19,99 net worth 933,37 $ 933,37 net worth vat [%] gross worth 250,00 10% 275,00 200,00 10% 220,00 113,45 10% 124,80 269,97 10% 296,97 99,95 10% 109,94 vat gross worth 93,34 1 026,71 $ 93,34 $1 026,71"
batch1-0392.jpg,Home Furnishings,"seller: bell llc 014 andrew gardens port davidfort, ut 53710 items no. description qty ils war horse series small large 2,00 long floor carpet area rugs various size soft rug 2. yilong 5'x7.5' handknotted 4,00 silk carpet whirlwind home decor classic rug 0807 3: sheepskin shaggy faux fur 5,00 silky plush soft fabric rectangular rug doormat carpet 4. bohemian rag rug- woven 2,00 chindi dari living room rug / hand-woven carpet rug-mats 5: leopard printed rug skin mat 2,00 leather faux fur animals area rugs home carpets summary vat [%] 10% total 09/04/2015 um eacn eacn eacn eacn eacn client: walls group 5280 katherine gateway apt. 310 edwardhaven, il 85794 net price net worth vat [%] 36,30 72,60 10% 2 800,00 11 200,00 10% 8,99 44,95 10% 23,39 46,78 10% 19,49 38,98 10% net worth vat 11 403,31 1 140,33 $ 11 403,31 $ 1 140,33 gross worth 79,86 12 320,00 49,45 51,46 42,88 gross worth 12 543,64 $ 12 543,64"
batch1-0393.jpg,"Food & Dining, Office Supplies","seller: compton and sons 99724 angelica ferry north crystalburgh, il 99297 items no. description qty 1. black butterfly winged 2,00 corkscrew wine bottle opener swing-a-way summary vat [%] total 10% um each 11/28/2011 client: olson, simon and smith 00785 knight summit rachelville, wa 38316 net price net worth vat [%] 8,95 17,90 10% net worth vat 17,90 1,79 $ 17,90 $ 1,79 gross worth 19,69 gross worth 19,69 $ 19,69"
batch1-0394.jpg,"Technology, Home Furnishings","seller: montoya-williams unit 7304 box 5404 dpo aa 95089 items no. description qty ils pre sega toys game console 5,00 astro city mini game 2. xbox one x 1tb 4k black video 5,00 game console system - factory sealed brand new a nintendo wii white console 2,00 rvl-001 bundle game cube compatible controllers senso 4. nintendo n64 atomic purple 3,00 console in box mario kart in box +extras 5: nintendo 64 n64 console black 5,00 japan tested working nusha 6. nintendo switch lite console - 3,00 gray - with animal crossing new horizons game ee 8gb 4.3"" retro handheld game 2,00 console portable video game built-in 10000+ games summary vat [%] 10% total 08/13/2018 um eacn eacn eacn eacn eacn eacn eacn client: walker, anderson and medina 1360 allen villages suite 481 francisborough, wa 82514 net price 189,00 419,99 99,99 51,00 49,99 310,00 29,99 net worth 4 637,86 $ 4 637,86 net worth 945,00 2 099,95 199,98 153,00 249,95 930,00 59,98 vat [%] 10% 10% 10% 10% 10% 10% 10% vat 463,79 $ 463,79 gross worth 1 039,50 2 309,95 219,98 168,30 274,95 1 023,00 65,98 gross worth 5 101,65 $5 101,65"
batch1-0395.jpg,"Food & Dining, Home Furnishings","seller: gonzalez and sons 96926 mariah hollow apt. 704 new jeanette, ga 66964 items no. description qty 1. striped contemporary gabbeh 2,00 kashkoli oriental area rug handmade wool carpet 6x8 2. fluffy rugs anti-slip area rug 1,00 dining room carpet floor mat home bedroom decor ! oo turkish kayseri small kilim rug, 5,00 doormat, bathmat, decor area rug carpet 41""x74"" 4. faux fur star heart bedroom 3,00 mat non slip shaggy area rug fluffy floor carpet rug s: victorian european country 5,00 traditional floral floor mat area rug carpet beige u summary vat [%] 10% total 12/25/2012 um eacn eacn eacn eacn eacn client: anderson group psc 0469, box 6078 apo ap 14160 net price net worth vat [%] 417,24 834,48 10% 4,99 4,99 10% 55,00 275,00 10% 55,76 167,28 10% 178,00 890,00 10% net worth vat 2171,75 217,18 $2171,75 $ 217,18 gross worth 917,93 5,49 302,50 184,01 979,00 gross worth 2 388,93 $ 2 388,93"
batch1-0396.jpg,"Transportation, Footwear & Athletic Wear","seller: sparks-garcia 23018 sarah rest baileyborough, ok 33496 items no. description qty 1. skechers hypno splash light up 3,00 shoes size 4 medium big kid new 2. kid's boys hiking garden 1,00 sandals leisure closed toe fisherman beach shoes summer 3: joma youth boys gol 205 piso 3,00 multitaco soccer cleats 2.5 white blue yellow new 4. saucony boys' ride iso 5,00 sneaker, white/blue/vizi red, 7 m us little kid summary vat [%] 10% total 06/20/2015 um eacn eacn eacn eacn client: martin plc 17129 samantha ports apt. 993 lake ralphhaven, va 01231 net price 24,99 31,88 19,99 27,99 net worth 306,77 $ 306,77 net worth vat [%] gross worth 74,97 10% 82,47 31,88 10% 35,07 59,97 10% 65,97 139,95 10% 153,94 vat gross worth 30,68 337,45 $ 30,68 $ 337,45"
batch1-0397.jpg,Uncategorized,"seller: cook and sons 71766 dustin port lake janetfort, pa 32173 items no. description 1. a history of christianity vol. 1 : beginnings to 1500 by kenneth s. latourette 2. beloved by toni morrison bh the great one: the complete wayne gretzky collection 4. nightmares in the sky: gargoyles and grotesques ae the fortune of war (aubrey / maturin) by patrick obrian 6. die with zero by bill perkins (p'.d,'f, 2020) 7. against all odds : the untold story of canada's unlikely hockey heroes summary total qty 4,00 4,00 3,00 5,00 5,00 4,00 5,00 vat [%] 10% 07/22/2020 um eacn eacn eacn eacn eacn eacn eacn client: spears-wilson 652 vanessa prairie lake danielleborough, ky 14802 net price 4,09 4,49 4,89 7,50 4,49 3,49 4,41 net worth 144,95 $ 144,95 net worth 16,36 17,96 14,67 37,50 22,45 13,96 22,05 vat [%] 10% 10% 10% 10% 10% 10% 10% vat 14,50 $ 14,50 gross worth 18,00 19,76 16,14 41,25 24,70 15,36 24,26 gross worth 159,45 $ 159,45"
batch1-0398.jpg,"Office Supplies, Professional Services, Technology","seller: khan-wyatt 4939 james path apt. 846 kristifort, sc 68562 items no. description qty 1. desktop computer super 1,00 writemaster intel core duo 2: dell desktop computers [j 4,00 core i5 16gb 2tb hd 512gb ssd j windows 10 pc 22"" lcd 3: custom gaming computer 3,00 4. gaming pc desktop computer 3,00 intel i5 de dell optiplex 760 windows 10 4,00 professional desktop computer 4gb 160gb dvd summary vat [%] 10% total 04/22/2020 um eacn eacn eacn eacn eacn client: king plc 9242 schultz spring south robertberg, va 93346 net price 2271. 139,95 450,00 850,00 99,95 net worth 4 882,31 $ 4 882,31 net worth vat [%] 22,71 10% 559,80 10% 1 350,00 10% 2 550,00 10% 399,80 10% vat 488,23 $ 488,23 gross worth 24,98 615,78 1 485,00 2 805,00 439,78 gross worth 5 370,54 $5 370,54"
batch1-0399.jpg,"Food & Dining, Home Furnishings","seller: parks-castillo 0054 green glen suite 164 jamesberg, nm 39459 items no. description 36 inches marble dinning table top inlay meeting table with semi precious stone 18""x18"" white hand curved top coffee table inlay decorative gift for her wedding 6'x3' white marble living room dining table top marquetry inlay furniture h4743a 18""x18"" marble white top counter table lapis inlay floral art halloween gift art 48"" beautiful marble dining top table with stand floral marquetry inlaid h3501 21 inches round marble patio table top with unique pattern coffee table for home 18"" white marble corner coffee table top lapis floral inlay kitchen decors w282 summary total qty 4,00 5,00 1,00 4,00 4,00 5,00 3,00 vat [%] 10% 10/26/2017 um eacn eacn eacn eacn eacn eacn eacn client: brown-graves unit 9334 box 0050 dpo aa 20042 net price 1 874,25 475,22 5 590,21 1 200,00 5 392,58 424,15 398,64 net worth 45 150,30 $ 45 150,30 net worth vat [%] 7 497,00 10% 2 376,10 10% 5 590,21 10% 4 800,00 10% 20 570/32 10% 2 120,75 10% 1 195,92 10% vat 4515,03 $ 4515,03 gross worth 8 246,70 2 613,71 6 149,23 5 280,00 235/21735 2 332,83 il suilisyaytl gross worth 49 665,33 $ 49 665,33"
batch1-0400.jpg,Footwear & Athletic Wear,"seller: walker llc 06525 jessica motorway north jamiefort, nv 48615 items no. description 1. joma boys youth gol-102 soccer cleats shoes size 1.5 white red 1.5y new 2. jordan 4 kids size 8 2 size 3y nike air speed turf (ps) sneakers shoe bv2526 100 white/blue/red summary total qty 3,00 4,00 3,00 vat [%] 10% 05/19/2015 um each each each client: joseph plc uscgc boyd fpo ae 83569 net price 19,99 23,00 75,00 net worth 376,97 $ 376,97 net worth vat [%] 59,97 10% 92,00 10% 225,00 10% vat 37,70 $ 37,70 gross worth 65,97 101,20 247,50 gross worth 414,67 $ 414,67"
batch1-0401.jpg,"Food & Dining, Office Supplies, Utilities","seller: white plc 63583 marshall flats leestad, ct 23486 items no. description ae 3 gal 12l moonshine still stainless steel water wine alcohol distiller equipment 2. black butterfly winged corkscrew wine bottle opener swing-a-way 3: vintage set of 3 cobalt blue glass wine glasses / water goblets barware stemware 4. new never used crofton chefs collection wine cooling stick in package summary total qty 5,00 5,00 5,00 3,00 vat [%] 10% 06/21/2015 um eacn eacn eacn eacn client: richards, williams and houston 0388 hutchinson corner apt. 019 deborahside, sc 93156 net price net worth vat [%] 99,92 499,60 10% 8,95 44,75 10% 24,00 120,00 10% 3,00 9,00 10% net worth vat 673,35 67,34 $ 673,35 $ 67,34 gross worth 549,56 49,23 132,00 9,90 gross worth 740,69 $ 740,69"
batch1-0402.jpg,"Office Supplies, Technology","seller: client: murray-parsons james, johnson and martin 98850 fisher pines apt. 122 57002 james glens new jeffreyland, wi 22568 elizabethfort, nv 49326 items no. description qty um net price net worth vat [%] gross worth ils 10-core gaming computer 1,00 each 618,49 618,49 10% 680,34 desktop pc tower 3tb quad 16gb ddr4 amd graphics wifi pc 2. ryzen gaming computer 5,00 each 752,00 3 760,00 10% 4 136,00 a custom gaming desktop pc 3,00 each 359,99 1 079,97 10% 1 187,97 computer - core i5 4690, rx 470, 8gb ram summary vat [%] net worth vat gross worth 10% 5 458,46 545,85 6 004,31 total $5 458,46 $ 545,85 $ 6 004,31"
batch1-0403.jpg,"Food & Dining, Utilities, Home Furnishings","seller: patel and sons 353 white coves north jeremy, dc 71323 items no. description qty 1. marble top side table tiger eye 4,00 gem marquetry pietradura garden decor arts h469 2. vintage art from india marble 5,00 dinning table top round hallway table 50 inches oo 40 inches marble utility table 1,00 top inlay with royal pattern stone dinning table 4. 6'x3' black marble top dining 2,00 room table sets scagaliola very pietradure decor s: 2 industrial live edge legs 16"" 1,00 tall cast aluminum cast iron coffee table bench summary vat [%] 10% total 08/07/2013 um eacn eacn eacn eacn eacn client: turner-wilson 13963 alexis shoals apt. 210 ericland, nh 18446 net price 341,48 3 000,00 13,75, 5 710,22 159,28 net worth 29 659,39 $ 29 659,39 net worth vat [%] 1 365,92 10% 15 000,00 10% t713,75) 10% 11 420,44 10% 159,28 10% vat 2 965,94 $ 2 965,94 gross worth 1502;51, 16 500,00 1 885,13 12 562,48 175,21 gross worth 32 625,33 $ 32 625,33"
batch1-0404.jpg,"Office Supplies, Technology","seller: moore-miller uss garcia fpo aa 62216 items no. description qty 1. alarco gaming pc desktop 2,00 computer intel i5 ,8g,1tb,win10,wifi,nvidia gtx 650 1gb 2. dell optiplex windows 10 pro 2,00 desktop computer pc i5 4th gen 3.2ghz 8 gb 2 tb hdd 3: dell optiplex 390 sff computer 4,00 windows 7 pro i3 3.10ghz 4gb ram 232gb hdd 4. gaming pc desktop computer 1,00 hdmi rgb intel i7 rtx 2060, hdd+ssd, windows 10, wifi 5: dell optiplex 790 computer i7 2,00 @ 3.40 ghz quad core 250gb 4gb working 6. fast dell optiplex windows 10 5,00 desktop computer tower c2d 4gb dvd wifi 17"" lcd ue 10-core gaming computer 2,00 desktop pc tower ssd quad 16gb r7 graphic custom built summary vat [%] 10% total 12/21/2012 um eacl eac eac eac eac eac eac h client: matthews ltd 626 caitlin river suite 858 east julie, ny 28799 net price net worth vat [%] 500,00 1 000,00 10% 149,95 299,90 10% 59,95 239,80 10% 903,80 903,80 10% 159,99 319,98 10% 124,95 624,75 10% 439,98 879,96 10% net worth vat 4 268,19 426,82 $ 4 268,19 $ 426,82 gross worth 1 100,00 329,89 263,78 994,18 351,98 687,23 967,96 gross worth 4 695,01 $ 4 695,01"
