Filename,Category,Description
batch1-0510.jpg,Footwear & Athletic Wear,"seller: client: haney llc davis-olson 299 lopez turnpike port ashleystad, ct 96543 items no. description qty um ils nike shoes size 7 5,00 each 2. dc kids pixie 3 sneaker 3,00 each (toddler/little kid/big kid) color white/battleship summary vat [%] 10% total 03296 larry locks suite 711 boothland, ok 16934 net price 8,65 55,00 net worth 208,25 $ 208,25 788 net worth vat [%] 43,25 165,00 vat 20,83 $ 20,83 10% 10% gross worth 47,58 181,50 gross worth 229,08 $ 229,08"
batch1-0511.jpg,Technology,"seller: valdez, clark and fischer 4108 marissa ports new andreaborough, mn 20857 items no. description qty ils nintendo switch lite console - 2,00 gray - with animal crossing new horizons game summary vat [%] 10% total um each 03/16/2017 client: hancock-shields 397 mary skyway suite 261 rochaburgh, sc 53742 net price net worth vat [%] 310,00 620,00 10% net worth vat 620,00 62,00 $ 620,00 $ 62,00 gross worth 682,00 gross worth 682,00 $ 682,00"
batch1-0512.jpg,Footwear & Athletic Wear,"seller: gibson-gonzalez 89975 richard center east jennifermouth, ak 64173 items no. description qty ils all mattel disney pixar model 3,00 cars mcqueen 1:55 diecast lot choose loose kid toy 2. lego star wars minifigures 3,00 stormtrooper darth vader yoda obi van mandalorian new 3: 4 pcs kids size cartoon peppa 1,00 pink pig cotton face masks mouth cover washable 4. under armour kids' grade 5,00 school curry 3zer0 2 basketball shoes a ll bean boys lot size 1 athletic 4,00 sneakers 2 black blue canvas belts sm 6. minecraft creative stuffed plush 4,00 kids childrens gift cute toy birthday christmas summary vat [%] 10% total 02/07/2021 um eacn eacn eacn eacn eacn eacn client: osborne, mcdonald and hamilton 712 gonzales ways knighthaven, ga 32178 net price 12,99 2,98 11,88 44,99 6,99 7,25 net worth 341,70 $ 341,70 net worth 38,97 8,94 11,88 224,95 27,96 29,00 vat [%] 10% 10% 10% 10% 10% 10% vat 34,17 $ 34,17 gross worth 42,87 9,83 13,07 247,45 30,76 31,90 gross worth 375,87 $ 375,87"
batch1-0513.jpg,Home Furnishings,"seller: rhodes, young and yoder 41630 sanchez avenue lake nathan, mo 18866 items no. description 1. unicorn series small large long floor carpet area rugs various size soft rug 2. 2pack soft fluffy faux fur plain chair cover washable shaggy area rugs carpet 3: 3d starry sky carpet child play area rug kids room carpets mat for living room 4. 3pcs faux fur seat pads 30cm round cushions fleece floor carpets decorative summary total qty 3,00 2,00 2,00 1,00 vat [%] 10% 06/16/2018 um eacn eacn eacn eacn client: davis plc 7257 chelsea circle north victoria, mi 38860 net price 46,50 13,59 11,69 14,66 net worth 204,72 $ 204,72 net worth vat [%] 139,50 10% 27,18 10% 23,38 10% 14,66 10% vat 20,47 $ 20,47 gross worth 153,45 29,90 pls tpz 16,13 gross worth 225,19 $ 225,19"
batch1-0514.jpg,Home Furnishings,"seller: ramirez and sons 057 andrews vista jeffreyfort, ar 30246 items no. description qty 1. round rug carpets for living 3,00 room decor kids room long plush rugs bedroom mats* 2. yilong 6'x9' handknotted silk 3,00 red carpet kid friendly oriental luxury rug z439a oo cotton handmade area rug 2,00 home decorative rustic carpet woven dhurrie 3x5 runner 4. yilong 5'x8' handknotted silk 5,00 area rug living room black classic carpet l38b a faux fur animal print hide skin 1,00 rug cowhide area rug floor mat carpet 33.5""x43"" summary vat [%] 10% total 06/04/2014 um eacn eacn eacn eacn eacn client: harrison llc 5446 miller rue lyonsfort, id 29652 net price 4,38 3 800,00 44,40 8 000,00 26,03 net worth 51 527,97 $ 51 527,97 net worth vat [%] 13,14 10% 11 400,00 10% 88,80 10% 40 000,00 10% 26,03 10% vat 5 152,80 $5 152,80 gross worth 14,45 12 540,00 97,68 44 000,00 28,63 gross worth 56 680,77 $ 56 680,77"
batch1-0515.jpg,"Food & Dining, Office Supplies, Footwear & Athletic Wear","seller: elliott, jordan and watson 89940 john forges east jacobton, mt 74972 items no. description qty ils vintage wine basket holder - 3 3,00 bottles 2. wine bottle holder 2,00 3. vintage wine 2 bottles holder 2,00 lron & rattan rack 4. leed's wine companion bottle 2,00 corkscrew opener gift box set with foil cutter ae chef wine bottle holder 2,00 6. new fully automatic red wine 3,00 bottle opener electric red wine opener corkscrew summary vat [%] 10% total 12/05/2019 um eacn eacn eacn eacn eacn eacn client: sanders group usnv patterson fpo ap 78581 net price 32,99 10,75 55,00 7,50 65,95 25,99 net worth 455,34 $ 455,34 net worth 98,97 21,50 110,00 15,00 131,90 7197 vat [%] 10% 10% 10% 10% 10% 10% vat 45,53 $ 45,53 gross worth 108,87 23,65 121,00 16,50 145,09 85,77 gross worth 500,87 $ 500,87"
batch1-0516.jpg,Footwear & Athletic Wear,"seller: matthews-olson 5687 samuel wall apt. 125 davisberg, ca 50111 items no. description qty 1. kids jordan 7 retro sz 2y 2,00 2. boys shoes size 5 3,00 by lands' end kids boys snow 4,00 winter boots size 5 blue warm zip up easy on easy off 4. joma boys youth super copa 3,00 102 soccer cleats 2.5 white yellow blue futbol new de joma boys youth gol-102 5,00 soccer cleats shoes size 4 white red futbol new summary vat [%] 10% total 10/18/2020 um eacn eacn eacn eacn eacn client: miller, coleman and rivera 26057 john flat apt. 069 lake scott, ut 74808 net price net worth vat [%] 72,00 144,00 10% 5,80 17,40 10% 9,50 38,00 10% 19,99 59,97 10% 19,99 99,95 10% net worth vat 359,32 35,93 $ 359,32 $ 35,93 gross worth 158,40 19,14 41,80 65,97 109,94 gross worth 395,25 $ 395,25"
batch1-0517.jpg,Clothing & Apparel,"seller: client: rice, pitts and ramos petersen group 57143 derrick ville apt. 520 39313 christopher islands suite 035 grantview, pa 42829 new jessicaland, tn 68290 items no. description qty um net price net worth vat [%] gross worth ils lularoe nicole dress size large 2,00 each 1,99 3,98 10% 4,38 25 2. vintage agb black velvet maxi 3,00 each 69,96 209,88 10% 230,87 dress l mandarin collar by elisa cavaletti daniela 4,00 each 60,00 240,00 10% 264,00 dallavalle shift dress grey and white .size m 4. andrea polizzi women's 5,00 each 0,99 4,95 10% 5,45 sleeveless shift dress silver size 8 summary vat [%] net worth vat gross worth 10% 458,81 45,88 504,69 total $ 458,81 $ 45,88 $ 504,69"
batch1-0518.jpg,"Food & Dining, Home Furnishings","seller: woods, hubbard and harris 6005 sutton fort apt. 363 shanemouth, mn 22878 items no. description qty ils 6'x3' marble dining center 5,00 table marquetry inlay italian mosaic patio arts h3112 2. blue shiny stone floral art 5,00 dinning table top marble kitchen table top 48 inches oo 12"" white marble coffee table 1,00 top lapis turquoise floral inlay home decors w538 4. marquetry art marble inlay 5,00 table top octagon dinning table home assent 48 inches s: 6'x3' black marble large dining 3,00 table top very fine handmade marquetry birds art 6. 60 inches marble dinning table 5,00 top hand inlaid garden table with gemstones de 2 industrial live edge legs 16"" 2,00 tall cast aluminum cast iron coffee table bench summary vat [%] 10% total 03/30/2021 client: hines, ingram and fisher 67543 david springs jenniferhaven, ia 04824 um net price net worth vat [%] each 6 647,61 33 238,05 10% each 3 960,00 19 800,00 10% each 295,73 295,73 10% each 2 860,00 14 300,00 10% each 5 303,66 15 910,98 10% each 5 908,00 29 540,00 10% each 159,28 318,56 10% net worth vat 113 403,32 11 340,33 $113 403,32 $11 340,33 gross worth 36 561,85 21 780,00 325,30 15 730,00 17 502,08 32 494,00 350,42 gross worth 124 743,65 $ 124 743,65"
batch1-0519.jpg,Technology,"seller: odonnell-moore 8244 gabrielle prairie new anthony, il 79749 items no. description qty ils nintendo wii console mario kart 4,00 controller wii fit 2 board remotes game bundle 2. sony playstation2 console 1,00 scph-39000 "" aqua color ""/ tested 11180 3: original nintendo gaming 5,00 console with robot, 9 games & extras 4. ps4 playstation 4 500 gb 3,00 console cuh-1115a bundle, 1 controller, 8 games summary vat [%] 10% total 12/02/2015 um eacn eacn eacn eacn client: sloan and sons 9111 gregory turnpike apt. 860 wrightfort, mt 27289 net price 199,97 60,00 475,00 349,99 net worth 4 284,85 $ 4 284,85 net worth vat [%] 799,88 10% 60,00 10% 2 375,00 10% 1 049,97 10% vat 428,49 $ 428,49 gross worth 879,87 66,00 2 612,50 1154,97 gross worth 4 713,34 $ 4 713,34"
batch1-0520.jpg,Food & Dining,"seller: decker-martinez 392 kristin camp east corey, az 36537 items no. description qty um 1. keep the boos coming stainless 2,00 each steel stemless wine tumbler, 120z2 2. pier 1 multi-color cordial 5,00 each liqueur wine glasses set of 4 summary vat [%] 10% total client: schmidt, butler and rodriguez 25400 stevens court apt. 975 fullerstad, mt 46358 net price net worth vat [%] 19,99 39,98 10% 30,00 150,00 10% net worth vat 189,98 19,00 $ 189,98 $ 19,00 gross worth 43,98 165,00 gross worth 208,98 $ 208,98"
batch1-0521.jpg,Technology,"seller: hendrix, miller and robertson 49514 david islands langfurt, sc 07215 items no. description qty 1. sega cdx console with original 2,00 power supply (laser info-read description) 2. nintendo gamecube system 1,00 console bundle mario sunshine + genuine controller lot 3: magnavox odyssey 2 5,00 microprocessor console system w joy sticks & 15 games - 1978 4. nintendo wii teal blue limited 2,00 edition console with mario kart - mint tested summary vat [%] 10% total 03/16/2019 um eacn eacn eacn eacn client: gonzalez, jacobs and williams 62658 george road port jefferyfort, mn 62836 net price 194,00 159,99 155,00 114,99 net worth 1552,97 $1552,97 net worth vat [%] 388,00 10% 159,99 10% 775,00 10% 229,98 10% vat 155,30 $ 155,30 gross worth 426,80 175,99 852,50 252,98 gross worth 1 708,27 $ 1 708,27"
batch1-0522.jpg,"Office Supplies, Technology","seller: matthews, long and hutchinson 347 alvarez radial east jessicaview, nm 60216 items no. description fast dell windows 10 desktop computer core 2 duo 4gb ram 250gb dvd wifi 22"" lcd dell precision workstation computer intel xeon quad core 16gb 1tb windows 10 pro dell optiplex desktop computer 790 core i7 8gb ram 1tb hd dvd windows 10 pc wifi sama rgb gaming pc desktop computer i5 3.7ghz nvidia gtx 1060 16gb windows 10 summary total qty 5,00 4,00 3,00 4,00 vat [%] 10% 05/14/2015 um eacl eac eac eac h client: paul, schneider and kim 08152 chandler cliff suite 704 andersonview, mo 93029 net price 169,95 139,00 159,95 400,00 net worth 3 485,60 $ 3 485,60 net worth vat [%] 849,75 10% 556,00 10% 479,85 10% 1 600,00 10% vat 348,56 $ 348,56 gross worth 934,73 611,60 527,83 1 760,00 gross worth 3 834,16 $ 3 834,16"
batch1-0523.jpg,Books & Media,"seller: client: santos-king 089 anthony turnpike apt. 605 north melissa, ri 42841 items no. description qty um ils the world of art time life 5,00 each books~completeset of 24 + american modern art 2. all american history vol 1 1,00 each student reader a black house: a novel by 3,00 each stephen king, peter straub summary vat [%] 10% total net price 50,00 9,99 4,49 net worth 273,46 $ 273,46 stone, kramer and diaz 6249 black cliffs apt. 929 east gary, ny 47586 net worth vat [%] 250,00 10% 9,99 10% 13,47 10% vat 27739 $ 27,35 gross worth 275,00 10,99 14,82 gross worth 300,81 $ 300,81"
batch1-0524.jpg,Footwear & Athletic Wear,"seller: client: mills, harrington and winters owens-harrison 16014 caitlyn burg 96708 tom streets sanchezview, wy 67594 west timothy, tn 85705 items no. description qty um net price net worth vat [%] gross worth ils star wars childs slippers - nwt 3,00 each 2,25) 6,75 10% 7,43 2. native charley white 2,00 each 13,00 26,00 10% 28,60 sandals~size infant/child 6~boys/girls~very good condition summary vat [%] net worth vat gross worth 10% 32,75 3,28 36,03 total $ 32,75 $ 3,28 $ 36,03"
batch1-0525.jpg,"Office Supplies, Books & Media","seller: murray-blake 0236 hayes turnpike suite 528 south michaelchester, md 11205 items no. description in the footsteps of the russian snowman (paperback or softback) buffy the vampire slayer season 12 library edition, hardcover by gage, christ... battlestations! (star trek: the original series) cambridge star atlas 2000.0 by tirion, wil hardback book the fast free shipping summary total qty 3,00 2,00 2,00 1,00 vat [%] 10% 05/06/2019 um eacn eacn eacn eacn client: turner-wilkins 02804 higgins summit lake justin, rl 81038 net price dsyiaiy/! 24,89 4,49 20,37 net worth 156,74 $ 156,74 net worth vat [%] 77,61 10% 49,78 10% 8,98 10% 20,37 10% vat 15,67 $ 15,67 gross worth 85,37 54,76 9,88 22,41 gross worth 172,41 $ 172,41"
batch1-0526.jpg,"Office Supplies, Books & Media","seller: schneider, johnston and aguirre 99443 rodriguez center edwinfurt, mi 35731 items no. description qty 1. cambridge star atlas 2000.0 by 3,00 tirion, wil hardback book the fast free shipping 2. beverly hillbillies 1993 tv 4,00 show book ist edition autographed signed stephen cox 3: enough by helen roseveare 3,00 4. entertaining 3,00 5: harry potter and the chamber 4,00 of secrets (book 2) by rowling, j. k. paperback the 6. diabetic dream desserts 1,00 7. the nature notes of an 4,00 edwardian lady (country dia... by holden, edith paperback summary vat [%] 10% total 11/13/2014 um eacn eacn eacn eacn eacn eacn eacn client: perry, elliott and gray 3414 christina grove brianmouth, co 49582 net price 20,37 24,99 8,86 4,49 7,62 4,49 26,67 net worth 342,77 $ 342,77 net worth 61,11 99,96 26,58 13,47 30,48 4,49 106,68 vat [%] 10% 10% 10% 10% 10% 10% 10% vat 34,28 $ 34,28 gross worth 67,22 109,96 29,24 14,82 33,53 4,94 117,35 gross worth 377,05 $ 377,05"
batch1-0527.jpg,Footwear & Athletic Wear,"seller: king inc 6557 nguyen knoll matthewstad, ct 16171 items no. description qty 1. joma boys youth gol-102 2,00 soccer cleats shoes size 1.5 white red 1.5y new 2. easy no tie rubber shoe laces 4,00 colored trainers snickers kids + adults shoelaces 3: sketchers energy lights boys 3,00 black canvas size 4 with charging cable 4. beyblade burst b-163 superking 1,00 brave valkyrie.ev' 2a top /launcher /grip kid toy a boys shoes size 5 4,00 6. nwt adidas pulseboost hd (big 3,00 kid) casual running shoes boys black size 4 summary vat [%] 10% total 03/30/2021 um eacn eacn eacn eacn eacn eacn client: chapman, koch and rivera 206 noble walks lake james, ny 27700 net price net worth vat [%] 19,99 39,98 10% 1,55 6,20 10% 12,00 36,00 10% 11,59 11,59 10% 5,80 23,20 10% 84,99 254,97 10% net worth vat 371,94 37,19 $ 371,94 $ 37,19 gross worth 43,98 6,82 39,60 12,75 25,52 280,47 gross worth 409,13 $ 409,13"
batch1-0528.jpg,Technology,"seller: henry-fleming 607 caitlin streets north garyland, nj 15865 items no. description qty ils nintendo super famicom 1,00 console in box with 2 controllers tested working japan summary vat [%] 10% total 10/14/2020 client: tucker-castillo 3391 sandra ramp suite 924 south roberthaven, wy 46520 um net price net worth vat [%] each 79,99 79,99 10% net worth vat 79,99 8,00 $ 79,99 $ 8,00 gross worth 87,99 gross worth 87,99 $ 87,99"
batch1-0529.jpg,"Food & Dining, Home Furnishings","seller: shaw-boyer 6193 amy isle lewischester, ms 69249 items no. description qty ils 18""' marble coffee table top 5,00 lapis collectible floral inlay kitchen decors w335 2. 6'x3' white marble living room 4,00 dining table top marquetry inlay furniture h4743a oo 2' black marble coffee top side 3,00 table floral fine marquetry inlay decors e1068a 4. yellow stone royal art marble 2,00 dinning table top round garden table top 60 inches a 16 inches marble corner table 1,00 top inlay coffee table with multi color gemstones 6. 6'x3' marble dining center 3,00 table marquetry inlay italian mosaic patio arts h3112 summary vat [%] 10% total 10/08/2014 client: stephenson, edwards and fowler 9695 douglas curve bowmanfort, nm 94038 um net price net worth vat [%] each 355,68 1 778,40 10% each 5 590,21 22 360,84 10% each 539,50 1 618,50 10% each 6 756,00 13 512,00 10% each 238,00 238,00 10% each 6 647,61 19 942,83 10% net worth vat 59 450,57 5 945,06 $ 59 450,57 $ 5 945,06 gross worth 1 956,24 24 596,92 1 780,35 14 863,20 261,80 21 937,11 gross worth 65 395,63 $ 65 395,63"
batch1-0530.jpg,Food & Dining,"seller: mendoza and sons 32121 brian point suite 140 new josephton, ca 91943 items no. description qty 1. cork wine bottle stoppers with 4,00 candle wicks set 4 summary vat [%] 10% total 12/30/2019 client: fuller, martin and hays psc 4972, box 5640 apo aa 78470 um net price net worth vat [%] each 8,25 33,00 10% net worth vat 33,00 3,30 $ 33,00 $ 3,30 gross worth 36,30 gross worth 36,30 $ 36,30"
batch1-0531.jpg,Technology,"seller: client: ramirez, parker and perez 938 mathews pine new alexander, me 61875 items no. description qty um 1. hyperkin retron 3 hd console 2,00 each for nes snes super famicom genesis/mega drive black 2. nintendo super famicom 3,00 each console in box with 2 controllers tested working japan summary vat [%] 10% total haas plc 9669 douglas flats suite 375 port miguel, mi 10218 net price 40,00 79,99 net worth 319,97 $ 319,97 net worth vat [%] 80,00 239,97 vat 32,00 $ 32,00 10% 10% gross worth 88,00 263,97 gross worth 351,97 $ 351,97"
batch1-0532.jpg,Clothing & Apparel,"seller: gray ltd 7142 donald road suite 229 lake shelly, mn 32195 items no. description qty 1. 1920s flapper gatsby cocktail 5,00 dress chiffon wedding party evening formal dresses 2. boden black blue floral short 4,00 sleeve dress size 6 summary vat [%] 10% total um each each 02/15/2012 client: cordova, kennedy and stevenson 611 lynch hollow apt. 972 east douglashaven, ga 90688 net price net worth vat [%] 8,99 44,95 10% 36,99 147,96 10% net worth vat 192,91 19,29 $ 192,91 $ 19,29 gross worth 49,45 162,76 gross worth 212,20 $ 212,20"
batch1-0533.jpg,"Food & Dining, Home Furnishings","seller: hernandez-wilson 13048 craig rapid apt. 602 lake brianmouth, ma 18523 items no. description qty 1. bedroom decor carpets living 2,00 room line pattern green rug modern simple area rugs 2. yilong 4'x6' yellow handmade 2,00 carpet dining room hand knotted silk rugs 083b 3: muted vegetable dye khootan 1,00 oriental area rug hand-knotted floral 8'x11' carpet 4. yilong 2.5'x4' hand knotted silk 3,00 garden scene rug indoor oriental carpet 352b summary vat [%] 10% total 03/26/2019 um eacn eacn eacn eacn client: higgins-rhodes 731 jenna junction suite 637 stantonville, pa 75207 net price 33,86 3 600,00 2 015,64 2 000,00 net worth 15 283,36 $ 15 283,36 net worth vat [%] 67,72 10% 7 200,00 10% 2 015,64 10% 6 000,00 10% vat 1 528,34 $ 1 528,34 gross worth 74,49 7 920,00 2217/20 6 600,00 gross worth 16 811,70 $ 16 811,70"
batch1-0534.jpg,Technology,"seller: reyes and sons 62517 archer lane apt. 872 philipport, mn 27104 items no. ae description b397 nintendo dsi console red japan nds x nintendo 3ds handheld console purple nintendo 64 charcoal grey console with original cables controller nfl game day nintendo wii new super mario bros console system bundle gamecube compatible playstation vita minecraft special edition bundle console sony jpn import f/s summary total qty 1,00 1,00 2,00 4,00 4,00 vat [%] 10% 12/23/2015 um eacn eacn eacn eacn eacn client: weaver-hughes 0805 garcia well suite 009 north richardmouth, wy 49376 net price 6,99 98,99 85,00 89,99 266,00 net worth 1 699,94 $ 1699,94 net worth vat [%] 6,99 98,99 170,00 359,96 1 064,00 vat 169,99 $ 169,99 10% 10% 10% 10% 10% gross worth 7,69 108,89 187,00 395,96 1170,40 gross worth 1 869,93 $ 1 869,93"
batch1-0535.jpg,"Food & Dining, Home Furnishings","seller: reilly, hicks and hughes 0413 joe ford goodwinchester, az 52058 items no. description vintage art from india marble dinning table top round hallway table 50 inches 12"" marble side coffee table top multi stone floral inlay occasional decor w260 7'x4' buy marble dining table with black top marquetry inlay hallway decor e944 real madrid inflatable chair (sg16136) summary total qty 3,00 1,00 2,00 2,00 vat [%] 10% 11/27/2017 um eacn eacn eacn eacn client: benson, medina and hamilton 46561 charles groves blackmouth, me 72341 net price 3 000,00 259,77 14 721,08 43,95 net worth 38 789,83 $ 38 789,83 net worth vat [%] 9 000,00 10% 259,77 10% 29 442,16 10% 87,90 10% vat 3 878,98 $ 3 878,98 gross worth 9 900,00 285,75 32 386,38 96,69 gross worth 42 668,81 $ 42 668,81"
batch1-0536.jpg,"Office Supplies, Technology","seller: hood, ruiz and williams 648 margaret inlet apt. 779 new virginiafort, co 92810 items no. description qty um ils hp elite 8300 business usff 5,00 each desktop computer i3 4gb 250gb windows 10 2. sentry gaming computer | 1,00 each ryzen 3 3200g | 16 gb ram | build-to-order summary vat [%] 10% total client: carter ltd 65534 campbell path suite 163 north stacy, dc 67000 net price net worth vat [%] 84,99 424,95 10% 594,99 594,99 10% net worth vat 1 019,94 101,99 $1019,94 $ 101,99 gross worth 467,45 654,49 gross worth 1 121,93 $1121,93"
batch1-0537.jpg,Home Furnishings,"seller: kennedy plc 33259 david courts port michael, vt 18813 03/13/2018 client: stevens inc uscgc williams fpo ap 05167 items no. description 1. luxury bedroom carpet faux fur area rugs shaggy for floor reading room gray summary total qty um net price net worth vat [%] gross worth 5,00 each 14,46 72,30 10% 79,53 vat [%] net worth vat gross worth 10% 72,30 7,23 7/2), 5) $ 72,30 $ 7,23 $ 79,53"
batch1-0538.jpg,"Office Supplies, Technology","seller: huynh, kim and jacobs 2132 price forest leemouth, ok 21415 items no. description qty 1. gaming pc desktop computer 2,00 hdmi rgb intel i7 rtx 2060, hdd+ssd, windows 10, wifi 2. dell precision workstation 5,00 computer intel xeon quad core 16gb 1tb windows 10 pro 3: hp all in one desktop computer 5,00 touch screen 4. hp all-in-one computer 22” 3,00 full-hd display intel 2.90ghz 4gb 1tb hd win10 - teal summary vat [%] 10% total 03/06/2015 um eacl eac eac eac h client: davis, wilson and hunt 773 freeman prairie port julieville, ma 47703 net price net worth vat [%] 999,50 1 999,00 10% 139,00 695,00 10% 205,00 1 025,00 10% 449,99 1 349,97 10% net worth vat 5 068,97 506,90 $ 5 068,97 $ 506,90 gross worth 2 198,90 764,50 1 127,50 1 484,97 gross worth 5 575,87 $5 575,87"
